per_dem,per_gop,state_abbr,county_name
0.354393121,0.580248916,AZ,Cochise County
0.563288744,0.368870885,AZ,Coconino County
0.315263109,0.638938219,AZ,Gila County
0.276488818,0.672166848,AZ,Graham County
0.336725254,0.583410422,AZ,Greenlee County
0.267288582,0.685662137,AZ,La Paz County
0.456797129,0.491262415,AZ,Maricopa County
0.222202752,0.73671299,AZ,Mohave County
0.433844503,0.513005168,AZ,Navajo County
0.542321531,0.40752352,AZ,Pima County
0.380971164,0.574137839,AZ,Pinal County
0.715797936,0.244539729,AZ,Santa Cruz County
0.320165984,0.634425523,AZ,Yavapai County
0.449863834,0.505066366,AZ,Yuma County
0.793142475,0.148711258,CA,Alameda County
0.553043478,0.366956522,CA,Alpine County
0.343535436,0.595775631,CA,Amador County
0.440265462,0.480300978,CA,Butte County
0.34646727,0.585295961,CA,Calaveras County
0.403245375,0.538519867,CA,Colusa County
0.689128114,0.254389719,CA,Contra Costa County
0.372289285,0.548445679,CA,Del Norte County
0.394976913,0.533834671,CA,El Dorado County
0.494118211,0.455315187,CA,Fresno County
0.326793901,0.617123361,CA,Glenn County
0.582590082,0.323552147,CA,Humboldt County
0.68182798,0.270532442,CA,Imperial County
0.394572286,0.531265633,CA,Inyo County
0.397202894,0.547314273,CA,Kern County
0.400062016,0.54096124,CA,Kings County
0.478344193,0.440935224,CA,Lake County
0.213394742,0.726731913,CA,Lassen County
0.714071865,0.233886938,CA,Los Angeles County
0.38767767,0.560984152,CA,Madera County
0.788150008,0.159458255,CA,Marin County
0.351695393,0.584093725,CA,Mariposa County
0.603847836,0.312286839,CA,Mendocino County
0.513980669,0.434729441,CA,Merced County
0.237570706,0.718368562,CA,Modoc County
0.523088863,0.403570043,CA,Mono County
0.669587074,0.272849518,CA,Monterey County
0.647661724,0.295744312,CA,Napa County
0.48707078,0.441577966,CA,Nevada County
0.509601544,0.432801094,CA,Orange County
0.411666622,0.524652566,CA,Placer County
0.365118913,0.575198188,CA,Plumas County
0.496107441,0.452762678,CA,Riverside County
0.585567434,0.348695046,CA,Sacramento County
0.57193262,0.368256317,CA,San Benito County
0.521920295,0.424130278,CA,San Bernardino County
0.560710166,0.382352214,CA,San Diego County
0.855316936,0.094425054,CA,San Francisco County
0.53880958,0.409944373,CA,San Joaquin County
0.505727473,0.422813566,CA,San Luis Obispo County
0.763759178,0.186891085,CA,San Mateo County
0.609655105,0.32723597,CA,Santa Barbara County
0.73348019,0.208529799,CA,Santa Clara County
0.750469126,0.177589442,CA,Santa Cruz County
0.282148469,0.655883893,CA,Shasta County
0.333148559,0.580931264,CA,Sierra County
0.358237548,0.565234926,CA,Siskiyou County
0.622546727,0.317780184,CA,Solano County
0.707222967,0.22809338,CA,Sonoma County
0.473539941,0.467269968,CA,Stanislaus County
0.38880673,0.551447632,CA,Sutter County
0.287256831,0.654907104,CA,Tehama County
0.397794741,0.510814249,CA,Trinity County
0.413435408,0.533863447,CA,Tulare County
0.365541922,0.574556919,CA,Tuolumne County
0.553749663,0.385746441,CA,Ventura County
0.680718251,0.260316457,CA,Yolo County
0.343527401,0.584718397,CA,Yuba County
0.493767309,0.421453248,CO,Adams County
0.459330144,0.439466435,CO,Alamosa County
0.526755853,0.389259314,CO,Arapahoe County
0.341426612,0.58079561,CO,Archuleta County
0.131941149,0.814428097,CO,Baca County
0.307082452,0.61627907,CO,Bent County
0.705661018,0.219345348,CO,Boulder County
0.523003588,0.38219699,CO,Broomfield County
0.433948541,0.480316392,CO,Chaffee County
0.11802974,0.841078067,CO,Cheyenne County
0.467281273,0.438539407,CO,Clear Creek County
0.441561713,0.474811083,CO,Conejos County
0.609340659,0.319230769,CO,Costilla County
0.222369292,0.707478491,CO,Crowley County
0.260117493,0.671997389,CO,Custer County
0.242962607,0.695276394,CO,Delta County
0.751690767,0.187854889,CO,Denver County
0.184552846,0.76097561,CO,Dolores County
0.366530358,0.547666167,CO,Douglas County
0.559550661,0.36057671,CO,Eagle County
0.194786156,0.735292243,CO,Elbert County
0.337746949,0.563425511,CO,El Paso County
0.241087751,0.68857404,CO,Fremont County
0.425592525,0.496467639,CO,Garfield County
0.457190823,0.437604924,CO,Gilpin County
0.38987431,0.524726888,CO,Grand County
0.545004839,0.349499946,CO,Gunnison County
0.334465195,0.575551783,CO,Hinsdale County
0.432396607,0.497083775,CO,Huerfano County
0.19837587,0.728538283,CO,Jackson County
0.490697156,0.420745714,CO,Jefferson County
0.106682298,0.851113716,CO,Kiowa County
0.145585386,0.800996402,CO,Kit Carson County
0.503937008,0.398110236,CO,Lake County
0.498014452,0.405930603,CO,La Plata County
0.475355472,0.426123148,CO,Larimer County
0.390557299,0.546242343,CO,Las Animas County
0.166111574,0.779766861,CO,Lincoln County
0.189960833,0.749536178,CO,Logan County
0.279902773,0.642782734,CO,Mesa County
0.363496933,0.527607362,CO,Mineral County
0.134254992,0.813056836,CO,Moffat County
0.308515662,0.611600819,CO,Montezuma County
0.258092074,0.678832463,CO,Montrose County
0.263122476,0.681695828,CO,Morgan County
0.341206828,0.593092497,CO,Otero County
0.514146638,0.406753879,CO,Ouray County
0.327086384,0.590824793,CO,Park County
0.186963979,0.768010292,CO,Phillips County
0.696928853,0.242803504,CO,Pitkin County
0.235636802,0.704700683,CO,Prowers County
0.46488222,0.461571733,CO,Pueblo County
0.126018626,0.809662398,CO,Rio Blanco County
0.361698251,0.557580175,CO,Rio Grande County
0.543639268,0.373874528,CO,Routt County
0.496859993,0.409678611,CO,Saguache County
0.523715415,0.424901186,CO,San Juan County
0.686615634,0.238923684,CO,San Miguel County
0.195747801,0.744134897,CO,Sedgwick County
0.591619451,0.315297927,CO,Summit County
0.249735971,0.674505386,CO,Teller County
0.106720827,0.843426883,CO,Washington County
0.342843262,0.567172434,CO,Weld County
0.150300172,0.805102916,CO,Yuma County
0.581855274,0.378905574,CT,Fairfield County
0.585615915,0.370503408,CT,Hartford County
0.40885112,0.547816984,CT,Litchfield County
0.512499717,0.439435759,CT,Middlesex County
0.541623106,0.421306752,CT,New Haven County
0.505520891,0.438250339,CT,New London County
0.49890358,0.441020384,CT,Tolland County
0.42948149,0.507622823,CT,Windham County
0.928465919,0.041220671,DC,District of Columbia
0.4490997,0.498148223,DE,Kent County
0.623039913,0.327026634,DE,New Castle County
0.371680496,0.591670289,DE,Sussex County
0.58962504,0.36443005,FL,Alachua County
0.167167959,0.814785499,FL,Baker County
0.248866909,0.711523677,FL,Bay County
0.241692842,0.736733344,FL,Bradford County
0.380244769,0.577787534,FL,Brevard County
0.664719744,0.314182517,FL,Broward County
0.20372507,0.765946926,FL,Calhoun County
0.346968014,0.624939007,FL,Charlotte County
0.286028396,0.683213972,FL,Citrus County
0.261068229,0.704173444,FL,Clay County
0.357414739,0.617559602,FL,Collier County
0.264810427,0.709471703,FL,Columbia County
0.349502834,0.626707555,FL,DeSoto County
0.176339906,0.808386559,FL,Dixie County
0.474949502,0.489956477,FL,Duval County
0.37671906,0.582880964,FL,Escambia County
0.382927212,0.588786512,FL,Flagler County
0.289521906,0.686156922,FL,Franklin County
0.679106844,0.304406902,FL,Gadsden County
0.173081492,0.800665241,FL,Gilchrist County
0.29184845,0.687944891,FL,Glades County
0.235609287,0.730869625,FL,Gulf County
0.348376445,0.630893414,FL,Hamilton County
0.283357529,0.691302626,FL,Hardee County
0.415090942,0.557536467,FL,Hendry County
0.338929249,0.628784167,FL,Hernando County
0.326855162,0.647283336,FL,Highlands County
0.514932647,0.446883738,FL,Hillsborough County
0.10016459,0.878909005,FL,Holmes County
0.362929772,0.607832584,FL,Indian River County
0.303995809,0.67776349,FL,Jackson County
0.462897527,0.514330585,FL,Jefferson County
0.152592593,0.828148148,FL,Lafayette County
0.36843871,0.599700997,FL,Lake County
0.382830413,0.586687416,FL,Lee County
0.605140694,0.353970709,FL,Leon County
0.26286983,0.710383642,FL,Levy County
0.197572079,0.771471927,FL,Liberty County
0.414677173,0.570269317,FL,Madison County
0.398082018,0.569574448,FL,Manatee County
0.355090695,0.617302347,FL,Marion County
0.35173371,0.620263351,FL,Martin County
0.636584344,0.340938212,FL,Miami-Dade County
0.446552293,0.515742094,FL,Monroe County
0.23312633,0.735350366,FL,Nassau County
0.235562355,0.713194313,FL,Okaloosa County
0.28997946,0.685299296,FL,Okeechobee County
0.603845731,0.357440454,FL,Orange County
0.609275545,0.358991577,FL,Osceola County
0.565111414,0.411971365,FL,Palm Beach County
0.373724119,0.589430017,FL,Pasco County
0.474704997,0.48572998,FL,Pinellas County
0.41286272,0.553912933,FL,Polk County
0.303809874,0.669882396,FL,Putnam County
0.210426389,0.744876018,FL,Santa Rosa County
0.427449247,0.543077078,FL,Sarasota County
0.470685498,0.48697059,FL,Seminole County
0.315539035,0.649840167,FL,St. Johns County
0.4747497,0.499165074,FL,St. Lucie County
0.295254994,0.687836762,FL,Sumter County
0.211780455,0.764712182,FL,Suwannee County
0.231598233,0.746093329,FL,Taylor County
0.178113473,0.802213244,FL,Union County
0.41794594,0.5484472,FL,Volusia County
0.283368092,0.684762774,FL,Wakulla County
0.204445901,0.765666438,FL,Walton County
0.202889447,0.774407753,FL,Washington County
0.204769385,0.784235328,GA,Appling County
0.267281106,0.719278034,GA,Atkinson County
0.151371571,0.836907731,GA,Bacon County
0.451388889,0.538194444,GA,Baker County
0.495489891,0.47844479,GA,Baldwin County
0.098473942,0.882522315,GA,Banks County
0.228250312,0.732100735,GA,Barrow County
0.208949902,0.760996358,GA,Bartow County
0.354212392,0.630423772,GA,Ben Hill County
0.158616486,0.824013409,GA,Berrien County
0.589486859,0.387282048,GA,Bibb County
0.221726794,0.753344143,GA,Bleckley County
0.098488465,0.884805091,GA,Brantley County
0.39948947,0.586949585,GA,Brooks County
0.266215229,0.697935338,GA,Bryan County
0.36487102,0.59939547,GA,Bulloch County
0.505882353,0.480320856,GA,Burke County
0.270760789,0.708768598,GA,Butts County
0.58230351,0.409787444,GA,Calhoun County
0.314156707,0.652695883,GA,Camden County
0.272291722,0.708277881,GA,Candler County
0.283970373,0.685419715,GA,Carroll County
0.179894379,0.786872878,GA,Catoosa County
0.250499002,0.736027944,GA,Charlton County
0.556516654,0.411732523,GA,Chatham County
0.428468208,0.539017341,GA,Chattahoochee County
0.195488722,0.783046325,GA,Chattooga County
0.227412587,0.727371983,GA,Cherokee County
0.667420456,0.286990344,GA,Clarke County
0.548387097,0.445318647,GA,Clay County
0.850643238,0.131561253,GA,Clayton County
0.280392959,0.705689726,GA,Clinch County
0.488370953,0.467496263,GA,Cobb County
0.294329303,0.689047208,GA,Coffee County
0.254561507,0.727781048,GA,Colquitt County
0.293861972,0.670821,GA,Columbia County
0.290162305,0.691454124,GA,Cook County
0.270276441,0.693353992,GA,Coweta County
0.275159977,0.704285437,GA,Crawford County
0.378,0.6052,GA,Crisp County
0.154697018,0.809073421,GA,Dade County
0.123630137,0.845890411,GA,Dawson County
0.400859543,0.586931041,GA,Decatur County
0.808227234,0.160647715,GA,DeKalb County
0.262473195,0.717798427,GA,Dodge County
0.484880083,0.505995829,GA,Dooly County
0.684568902,0.301459101,GA,Dougherty County
0.539893663,0.432371655,GA,Douglas County
0.45273944,0.533667921,GA,Early County
0.132765957,0.856170213,GA,Echols County
0.207351998,0.763624706,GA,Effingham County
0.316860465,0.665950455,GA,Elbert County
0.310410819,0.680020413,GA,Emanuel County
0.313714603,0.667406996,GA,Evans County
0.163209793,0.817919075,GA,Fannin County
0.385099442,0.580157981,GA,Fayette County
0.266481752,0.702043796,GA,Floyd County
0.240736174,0.717276034,GA,Forsyth County
0.146683975,0.832428605,GA,Franklin County
0.692273309,0.271069054,GA,Fulton County
0.153779596,0.82317313,GA,Gilmer County
0.099280576,0.888489209,GA,Glascock County
0.344819482,0.631062542,GA,Glynn County
0.168488064,0.804827586,GA,Gordon County
0.327092631,0.658212692,GA,Grady County
0.361680444,0.621447175,GA,Greene County
0.509562222,0.452142586,GA,Gwinnett County
0.153955853,0.817460317,GA,Habersham County
0.230319536,0.73689989,GA,Hall County
0.754479283,0.235442329,GA,Hancock County
0.130246532,0.846425731,GA,Haralson County
0.249023914,0.727855051,GA,Harris County
0.256326288,0.722933413,GA,Hart County
0.176652401,0.801236329,GA,Heard County
0.509011904,0.465548721,GA,Henry County
0.377105055,0.593545896,GA,Houston County
0.243235857,0.740912818,GA,Irwin County
0.165169827,0.804006357,GA,Jackson County
0.256648936,0.723570479,GA,Jasper County
0.177048536,0.80605227,GA,Jeff Davis County
0.549322181,0.44087107,GA,Jefferson County
0.365194463,0.623599209,GA,Jenkins County
0.308527974,0.684139055,GA,Johnson County
0.31619291,0.66304695,GA,Jones County
0.299273927,0.684224422,GA,Lamar County
0.28137015,0.693463824,GA,Lanier County
0.346410942,0.637649116,GA,Laurens County
0.224443499,0.754359847,GA,Lee County
0.592650168,0.380860589,GA,Liberty County
0.31,0.672926829,GA,Lincoln County
0.330007301,0.638354831,GA,Long County
0.396979328,0.578817266,GA,Lowndes County
0.179811749,0.78002272,GA,Lumpkin County
0.630977373,0.359225566,GA,Macon County
0.202846379,0.76977815,GA,Madison County
0.381087025,0.603518693,GA,Marion County
0.399115235,0.586102719,GA,McDuffie County
0.389954183,0.590870524,GA,McIntosh County
0.413898268,0.568129833,GA,Meriwether County
0.24488189,0.743307087,GA,Miller County
0.444444444,0.543718977,GA,Mitchell County
0.281656805,0.695936884,GA,Monroe County
0.237921348,0.749438202,GA,Montgomery County
0.281717011,0.69517753,GA,Morgan County
0.1448237,0.832394139,GA,Murray County
0.579654567,0.39375,GA,Muscogee County
0.500970608,0.477470482,GA,Newton County
0.276037835,0.677088807,GA,Oconee County
0.275037594,0.695037594,GA,Oglethorpe County
0.278695376,0.691103853,GA,Paulding County
0.47509113,0.505187401,GA,Peach County
0.141396081,0.833285653,GA,Pickens County
0.123749486,0.86350555,GA,Pierce County
0.142824207,0.838386167,GA,Pike County
0.202217827,0.777369685,GA,Polk County
0.306837132,0.677042802,GA,Pulaski County
0.291061393,0.690912947,GA,Putnam County
0.441570881,0.550766284,GA,Quitman County
0.181532268,0.790917096,GA,Rabun County
0.55164076,0.438687392,GA,Randolph County
0.649842566,0.326088697,GA,Richmond County
0.617361462,0.358163292,GA,Rockdale County
0.210057622,0.771084337,GA,Schley County
0.403579575,0.579926303,GA,Screven County
0.331562762,0.655018172,GA,Seminole County
0.360331534,0.602775636,GA,Spalding County
0.188012295,0.787090164,GA,Stephens County
0.594252314,0.392109109,GA,Stewart County
0.503052948,0.480725417,GA,Sumter County
0.617021277,0.368794326,GA,Talbot County
0.607580825,0.389074693,GA,Taliaferro County
0.243930804,0.74022387,GA,Tattnall County
0.380658436,0.606114051,GA,Taylor County
0.346072746,0.645492884,GA,Telfair County
0.542474276,0.447954056,GA,Terrell County
0.38109984,0.599305926,GA,Thomas County
0.304157549,0.67833698,GA,Tift County
0.256697409,0.725955204,GA,Toombs County
0.179304193,0.799435028,GA,Towns County
0.318518519,0.66962963,GA,Treutlen County
0.372077695,0.606482379,GA,Troup County
0.366666667,0.617699115,GA,Turner County
0.486059709,0.501850481,GA,Twiggs County
0.162970346,0.818091204,GA,Union County
0.317740754,0.667154888,GA,Upson County
0.175988972,0.791094031,GA,Walker County
0.204799011,0.769152752,GA,Walton County
0.282798354,0.700246914,GA,Ware County
0.563036021,0.424957118,GA,Warren County
0.497150321,0.491332225,GA,Washington County
0.19651118,0.785177332,GA,Wayne County
0.422800718,0.565529623,GA,Webster County
0.307326356,0.676022835,GA,Wheeler County
0.142044006,0.82839181,GA,White County
0.261017061,0.708583097,GA,Whitfield County
0.286579213,0.705011773,GA,Wilcox County
0.412527964,0.574720358,GA,Wilkes County
0.442703461,0.545369504,GA,Wilkinson County
0.243769659,0.743285749,GA,Worth County
0.636059508,0.269791105,HI,Hawaii County
0.614786319,0.31607061,HI,Honolulu County
0.624871844,0.287602051,HI,Kauai County
0.64454584,0.258846406,HI,Maui County
0.29981378,0.653365257,IA,Adair County
0.271373679,0.669068204,IA,Adams County
0.352347521,0.595582858,IA,Allamakee County
0.297408136,0.661253281,IA,Appanoose County
0.319325244,0.631843741,IA,Audubon County
0.341271001,0.600876552,IA,Benton County
0.506255833,0.433115579,IA,Black Hawk County
0.394522311,0.533323799,IA,Boone County
0.400674157,0.539250936,IA,Bremer County
0.391240012,0.542961428,IA,Buchanan County
0.34857562,0.598483922,IA,Buena Vista County
0.290063028,0.65951455,IA,Butler County
0.273457395,0.678942214,IA,Calhoun County
0.316722568,0.635074269,IA,Carroll County
0.275832743,0.673990078,IA,Cass County
0.381206052,0.562007245,IA,Cedar County
0.434763399,0.511774842,IA,Cerro Gordo County
0.270934368,0.677012609,IA,Cherokee County
0.355583477,0.587246741,IA,Chickasaw County
0.332122588,0.61430193,IA,Clarke County
0.262936081,0.687192695,IA,Clay County
0.355682568,0.583534843,IA,Clayton County
0.443071918,0.494505011,IA,Clinton County
0.289274264,0.671524337,IA,Crawford County
0.416354308,0.512746896,IA,Dallas County
0.252980819,0.705287714,IA,Davis County
0.324331623,0.620037807,IA,Decatur County
0.322531369,0.620621931,IA,Delaware County
0.437022391,0.506546251,IA,Des Moines County
0.297745682,0.658046257,IA,Dickinson County
0.464424822,0.476864409,IA,Dubuque County
0.288081581,0.663055024,IA,Emmet County
0.373586059,0.569754407,IA,Fayette County
0.397871008,0.547401378,IA,Floyd County
0.303153611,0.641505595,IA,Franklin County
0.269836804,0.675576815,IA,Fremont County
0.354472911,0.59197816,IA,Greene County
0.27298256,0.667454922,IA,Grundy County
0.304209409,0.637247966,IA,Guthrie County
0.357754645,0.586375016,IA,Hamilton County
0.27205503,0.683061049,IA,Hancock County
0.329336341,0.621037635,IA,Hardin County
0.287747357,0.663052318,IA,Harrison County
0.311975016,0.620719362,IA,Henry County
0.371422232,0.579321056,IA,Howard County
0.248559507,0.708126366,IA,Humboldt County
0.220612813,0.739554318,IA,Ida County
0.349300262,0.590852202,IA,Iowa County
0.376029008,0.570462564,IA,Jackson County
0.378568385,0.562207073,IA,Jasper County
0.462692163,0.467191601,IA,Jefferson County
0.66028531,0.277549348,IA,Johnson County
0.377484767,0.571171711,IA,Jones County
0.260395224,0.696788802,IA,Keokuk County
0.297354497,0.662786596,IA,Kossuth County
0.389794249,0.551311898,IA,Lee County
0.510020582,0.420210354,IA,Linn County
0.332389237,0.619057253,IA,Louisa County
0.287642541,0.668606004,IA,Lucas County
0.144728535,0.818813131,IA,Lyon County
0.312800657,0.626070632,IA,Madison County
0.24833238,0.705546026,IA,Mahaska County
0.311552922,0.623219779,IA,Marion County
0.430677966,0.515536723,IA,Marshall County
0.273396425,0.663774974,IA,Mills County
0.350559701,0.593283582,IA,Mitchell County
0.274917127,0.68839779,IA,Monona County
0.273933403,0.685483871,IA,Monroe County
0.262505002,0.68647459,IA,Montgomery County
0.434035419,0.500314367,IA,Muscatine County
0.17882417,0.780484486,IA,O'Brien County
0.172661871,0.79074132,IA,Osceola County
0.258467279,0.699626866,IA,Page County
0.298459564,0.658750535,IA,Palo Alto County
0.220418167,0.739756452,IA,Plymouth County
0.251109371,0.702688593,IA,Pocahontas County
0.523907714,0.408987829,IA,Polk County
0.363306967,0.578814001,IA,Pottawattamie County
0.440730424,0.509233467,IA,Poweshiek County
0.280551416,0.678092399,IA,Ringgold County
0.246025591,0.715781311,IA,Sac County
0.474822687,0.460460897,IA,Scott County
0.262998405,0.692185008,IA,Shelby County
0.127244427,0.820557007,IA,Sioux County
0.512880801,0.39073809,IA,Story County
0.369847151,0.575266327,IA,Tama County
0.251415251,0.701964702,IA,Taylor County
0.332871012,0.610436893,IA,Union County
0.239081112,0.715825298,IA,Van Buren County
0.372832755,0.580821552,IA,Wapello County
0.385309853,0.548855699,IA,Warren County
0.363821138,0.570029564,IA,Washington County
0.246148579,0.708319069,IA,Wayne County
0.365044376,0.582922443,IA,Webster County
0.335840476,0.601189435,IA,Winnebago County
0.466969778,0.475349915,IA,Winneshiek County
0.375049496,0.573614702,IA,Woodbury County
0.361242884,0.579459203,IA,Worth County
0.317700454,0.637081862,IA,Wright County
0.386917331,0.47931611,ID,Ada County
0.19010536,0.712780577,ID,Adams County
0.309594372,0.514294267,ID,Bannock County
0.087090164,0.75239071,ID,Bear Lake County
0.186068702,0.739742366,ID,Benewah County
0.175879699,0.65606015,ID,Bingham County
0.598340017,0.311479996,ID,Blaine County
0.20383001,0.701206716,ID,Boise County
0.305679453,0.607790663,ID,Bonner County
0.201981363,0.603885823,ID,Bonneville County
0.181165049,0.735728155,ID,Boundary County
0.130081301,0.743089431,ID,Butte County
0.183639399,0.684474124,ID,Camas County
0.231685808,0.649311872,ID,Canyon County
